,RIMR,RIVL,BWM-DR01,AIML,IL1R,ASJR,RID,BWM-DL03,PVCR,AINL,SAADL,PVNL,IL1VL,ALNR,AWCR,OLQDL,RMHR,SMBVR,IL1VR,IL1L,BWM-VR05,RIGR,RMGL,URAVR,AIZL,AVAR,ASGL,BWM-VR02,RIFL,AVDR,BWM-VR04,PVQL,URYDR,CEPDR,SMBDL,BWM-DR05,AVHR,URBR,IL2L,RIFR,CEPDL,ADLR,RMGR,SDQR,AIYR,SIAVR,BWM-VL06,BWM-VR07,RIML,SAADR,AFDR,BWM-VL01,ASIL,SIBDL,RIBL,BWM-DL02,URXL,SMDDL,RIPL,ASHL,BWM-VL07,SMDVL,HSNR,RMEL,AIMR,FLPR,AVFR,BWM-VL04,ADFL,AWAR,URYVL,RMDVL,RIPR,RMDVR,AIBL,SAAVL,ASEL,RICR,ADEL,RICL,BWM-VL08,RMDDR,AFDL,BWM-DL05,SAAVR,AWCL,BWM-VR06,RMHL,PVQR,AVDL,RIH,SIADL,OLQVR,URADL,IL2VL,AVL,BAGL,RIAR,RIBR,HSNL,AVM,IL1DR,ASKR,IL2DR,SIBDR,URYDL,AVAL,ASKL,AVHL,AIZR,ADFR,ASHR,AUAL,OLQDR,AIAL,PVPR,OLQVL,PLNR,RMED,CEPVR,RMEV,ALML,PVCL,BWM-DR06,BWM-DR02,AIYL,AWAL,SIADR,BDUR,ALA,URXR,ADAL,AWBR,AWBL,IL2R,BWM-DR04,BWM-DR08,RMDDL,ASER,SABVL,RIR,BWM-DR07,BWM-DL01,AUAR,BWM-VL02,RIVR,AIAR,BWM-VL03,AQR,ADLL,CANL,SMBVL,BAGR,SIBVL,AVKR,RMFL,SDQL,RMDL,RIS,IL2VR,RMFR,URAVL,DVA,BWM-DL07,PVT,URBL,SMDDR,ADAR,AINR,IL1DL,ASIR,URADR,SIAVL,BWM-VR03,FLPL,BWM-DL04,BWM-DL08,ALNL,BWM-VR01,URYVR,ASJL,RMER,ADER,PVNR,SMDVR,AIBR,BWM-VL05,RIAL,BDUL,RMDR,SIBVR,ASGR,unknownFLPR,BWM-VR08,SMBDR,IL2DL,DVC,RIGL,OLLL,OLLR,CEPVL,AVKL,PVPL,AVFL,PVR,BWM-DR03,PLNL,BWM-DL06,CANR,ALMR,AVER,AVBR,AVEL,AVJR,AVBL,AVJL
HSNL,0,0,0,103920,0,623520,234720,0,0,0,0,1124400,0,0,6000,0,0,214080,0,0,0,0,755040,0,0,797520,0,0,1372560,53040,0,3927360,0,0,0,0,184560,0,0,1116240,0,0,860640,39840,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,2484480,0,0,4126800,0,901920,0,7946880,0,0,878400,0,0,0,0,34560,0,493200,0,449280,0,0,0,0,0,0,0,0,0,1020240,44160,0,0,0,0,0,0,0,0,0,0,0,0,1236240,0,7680,0,117360,2470080,114240,20400,83040,3091680,0,0,573120,0,0,0,0,10080,0,0,0,0,0,0,1409040,0,184800,21360,422880,402240,1356960,412560,0,0,0,0,720,0,0,0,0,0,0,0,1074720,0,0,842400,0,18720,0,0,3840,0,0,0,0,0,0,0,230640,0,0,10080,480,73680,0,0,0,0,333360,0,0,0,0,0,0,0,1444800,0,128160,551040,417600,145680,0,0,499440,0,177600,0,0,0,0,0,0,0,5280,0,0,0,0,7107600,0,0,0,0,0,508320,0,1004400,0,389520,312720,114000
AVM,389040,0,0,0,0,0,2462640,0,2450640,0,0,1835520,0,0,0,0,0,0,0,0,0,0,11760,0,0,0,0,0,42000,1619280,0,0,0,0,0,0,658560,0,0,253920,0,0,156000,7920,83040,25440,0,0,86640,23040,0,0,0,0,0,0,0,0,0,0,0,0,251760,0,9360,170400,20160,12960,0,0,0,0,0,0,0,0,0,0,0,22320,0,0,0,0,0,0,0,0,87840,704640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8640,0,0,0,0,0,0,240,0,0,0,0,0,3066960,2277600,0,0,5280,0,0,1602480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864320,0,0,586320,34320,1956720,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1585680,0,0,0,0,0,0,0,252000,3870480,0,0,4800,0,1375200,0,1920,0,0,0,462240,0,0,0,0,0,136560,0,88320,0,1157760,0,0,0,0,1037760,14640,929520,0,3158400,2469360,4049280
IL1DR,0,0,353040,0,1209120,4560,0,0,0,91200,0,40560,0,0,59280,0,0,0,41760,0,0,43200,0,0,0,0,0,0,0,0,0,0,3658320,1404960,0,0,29280,0,0,20640,0,101040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37680,0,0,0,0,0,0,65520,0,0,0,0,0,0,0,2355360,7344240,0,0,0,0,0,0,0,0,0,0,0,57120,0,0,0,95280,258480,0,0,0,0,119040,0,0,21120,0,0,0,87840,2790720,0,0,0,0,0,0,0,0,0,3167760,0,0,0,0,1402560,0,114240,0,0,0,362640,0,0,0,24960,103680,30240,0,0,0,268080,94560,4800,201840,108000,0,0,0,0,86160,0,0,0,0,0,0,0,0,119280,0,0,0,0,0,54960,0,0,0,0,0,23760,0,0,0,94560,0,42960,1424640,0,0,0,0,0,0,0,0,0,3064560,126240,39120,18240,79680,0,0,0,0,0,0,54720,0,0,0,46080,0,33120,2212800,0,0,0,0,531120,41040,0,0,0,0,0,52080,0,0,0,0
ASKR,1680,0,0,0,0,3647760,0,0,0,0,0,0,0,0,89040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139920,0,0,55920,0,0,0,193200,65520,0,1046160,0,3019200,25200,0,0,0,0,0,0,0,0,0,0,50400,0,0,0,0,0,0,0,0,2133120,0,2514720,0,906960,0,0,516720,0,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,8880,0,0,5629440,2640,0,45360,0,0,0,0,0,0,0,1236240,0,87840,0,0,0,0,0,567600,0,0,0,1079760,0,3360,44880,0,0,0,0,4560,0,0,0,0,0,0,0,0,266160,955440,0,0,0,0,110640,0,0,960,1597440,0,0,0,0,0,0,0,7334160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374160,411360,0,652320,0,0,0,0,0,0,0,0,0,258720,0,0,0,0,1594560,0,0,0,0,0,71760,67680,0,0,0,0,0,0,67200,0,0,0,435360,0,0,0,0,0,0,0,0,0,98880,0,2640
IL2DR,0,0,352080,0,0,0,0,0,0,60240,0,0,0,0,158640,0,203760,0,0,0,0,62880,0,0,0,85680,0,0,0,2400,0,0,1016160,812400,0,0,0,0,0,93600,0,118560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947840,0,0,0,0,0,0,0,0,4482960,95520,0,0,0,122400,0,0,0,0,0,0,0,23760,0,0,0,113520,2860320,0,0,0,0,0,0,0,0,0,0,2790720,0,0,0,0,0,0,0,0,0,0,0,1290960,0,0,0,0,720000,0,414240,0,0,0,24240,0,0,0,47040,0,950880,0,0,0,101040,0,0,960,0,0,0,0,0,122640,0,0,0,0,0,0,0,0,89040,0,0,0,0,0,0,0,0,0,25680,0,27360,0,0,154080,115920,0,141360,2480880,0,0,0,0,0,0,0,0,0,865680,0,63840,0,31920,0,0,0,0,0,0,0,0,0,0,70560,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,69600,0,5520,0,0
SIBDR,1485120,465360,0,167760,34560,0,204000,0,846960,391440,0,0,0,0,246240,0,1025280,3395280,58320,0,136320,0,567360,98880,439200,809040,0,0,0,374880,198000,0,1440,0,1067760,0,0,1473120,0,0,42480,0,672960,1440,334800,4917840,0,0,898560,162960,355440,0,0,394800,0,0,163680,480,0,0,0,205680,0,0,0,0,112560,0,0,0,0,1354320,0,195840,0,622800,0,966960,780480,1002960,0,135600,0,0,165840,0,90480,210480,0,1273440,0,306960,1756080,0,0,6720,110880,263280,1367040,7680,0,0,0,0,0,124080,94560,325920,495840,300720,2640,0,0,0,0,0,0,1084560,0,109440,0,360960,12480,0,0,0,0,3358320,0,130320,0,0,0,0,129600,0,0,0,0,0,0,0,0,408000,0,948000,0,0,105600,28800,0,0,244800,1286640,0,0,0,899280,535200,50640,45600,0,302160,0,0,88800,1792080,241680,0,0,48960,0,0,65280,0,0,0,166800,34320,270480,105600,0,0,0,505920,106320,0,13200,0,0,4158480,0,169440,94800,4008000,0,0,0,90000,157680,0,131280,0,61200,0,0,0,0,0,0,0,62160,468960,0,1292400,268800
URYDL,0,64560,0,62640,0,0,158640,165840,0,97920,0,0,0,0,67680,3919680,0,0,0,0,0,0,0,0,2400,1680,0,0,0,88560,0,0,0,0,123840,0,0,0,0,0,1919520,0,0,0,0,0,0,0,162480,57600,0,0,107280,3120,2252640,0,1628880,0,0,0,0,0,0,522720,0,0,16560,0,0,0,0,3835680,0,0,0,62160,0,0,0,0,0,2410800,27840,30480,88800,79440,0,0,0,269040,2952960,94320,0,1343760,0,194400,960,0,0,0,0,0,0,0,124080,4320,248640,0,134640,0,0,0,63360,0,0,0,0,0,1007520,0,57360,0,0,0,0,0,0,0,0,62400,0,129360,0,0,0,0,0,0,0,0,0,0,86160,0,0,54720,0,0,0,63120,0,0,0,0,0,234480,0,0,312960,0,5040,0,10320,0,184080,87840,1642800,0,87360,4944960,0,0,0,0,0,0,0,0,0,0,34560,0,0,0,0,167520,0,0,0,0,115680,0,0,0,0,923280,172560,457680,134880,0,0,88080,0,0,0,0,0,0,0,0,2195280,23280,242400,0,199200,42960
AVAL,5259360,1109040,0,0,0,0,1496640,0,137520,0,710400,0,0,295200,0,0,1515600,52560,14160,0,0,532800,1605360,0,0,1956240,0,0,560640,772080,0,0,0,0,55680,0,1499760,153120,720,0,222000,126480,0,532080,0,1680,0,0,1964400,1006080,0,0,0,1151520,1296240,0,0,887040,0,2776320,0,1251360,0,0,0,2538480,0,0,0,0,170160,602880,0,0,3016320,4402800,0,1001520,268560,2829600,0,0,0,0,2335920,2640,0,355680,0,452880,14160,623760,0,50400,0,0,957600,847200,0,117360,0,0,0,0,94560,248640,0,0,892320,50160,0,58560,1097040,0,0,62880,96960,2160,0,0,0,0,1369200,0,0,0,3120,1892400,0,0,0,1946880,0,91920,0,0,0,0,0,0,743040,0,0,0,0,44640,0,0,3920880,1904880,0,759600,2137440,0,0,81600,1188240,524160,0,0,750480,0,1390800,0,1108560,0,2756160,2934960,15360,0,0,0,959040,0,1252320,0,0,0,0,236640,0,0,2138400,0,874320,1337280,0,1514160,0,0,0,0,0,0,1878480,185760,1864560,42960,0,0,0,18960,858480,237360,147360,0,0,0,0,0,21120,1358400,261360,1275120,2009040,2160
ASKL,0,0,0,1364640,0,0,0,0,0,303360,0,164880,0,0,0,0,0,0,0,14400,0,0,143760,0,0,0,330000,0,333360,0,0,6345600,0,0,0,0,0,0,159120,0,0,147600,0,0,0,0,0,0,0,0,0,0,593280,0,0,0,0,0,0,598320,0,0,1440,0,0,0,920880,0,0,0,0,0,0,0,1861680,0,1415760,0,0,0,0,0,0,0,110400,402960,0,0,0,230880,0,0,0,0,0,0,0,0,0,2470080,0,0,567600,0,325920,0,0,0,122160,0,0,0,0,0,7999920,0,0,0,0,0,0,0,0,0,0,0,691440,0,0,1383120,0,284880,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,14160,0,0,5131920,45600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93600,130560,0,0,14880,0,0,0,0,0,0,0,0,0,0,3683760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88320,0,217440,0,0,316800,0,0,0,0,0,0,0,0,0,0,0,201600
AVHL,219840,785760,0,87360,0,0,0,0,827280,814080,0,2640,0,0,0,45600,0,1507440,0,0,0,150720,0,0,0,1508640,0,0,734400,0,0,0,0,0,0,0,300480,0,0,1097520,75840,2259600,37200,0,0,35760,0,0,0,0,0,0,0,0,0,0,132480,0,0,278880,0,1621680,198000,0,0,0,0,0,3120,805200,0,0,0,0,0,0,0,0,165120,443760,0,0,0,0,0,0,0,0,0,2259120,0,0,149040,15600,0,81840,0,0,0,114240,8640,0,0,0,495840,134640,892320,122160,0,92640,2063040,1785120,0,0,0,6215280,0,0,0,0,0,512640,196800,0,0,0,0,336000,3600,93840,422880,0,3414240,0,0,0,0,0,6960,0,3768720,0,0,60240,0,0,0,0,2003760,0,0,0,0,720,6240,0,0,0,0,0,123120,0,1060320,0,168000,71040,240,418320,0,0,0,0,0,0,240000,0,0,0,0,63840,122160,0,0,561840,0,0,0,0,604080,0,182640,0,0,0,78240,480,418320,0,0,0,0,58800,0,211440,214320,0,0,0,0,0,0,1399920,0,0,2194320,2514480
AIZR,5401920,0,0,0,0,0,0,0,0,0,0,0,0,0,722160,0,0,4348800,0,0,0,2714640,0,0,1207200,0,0,0,0,207120,0,0,0,0,10320,0,0,0,0,36960,0,20160,0,0,5467200,0,0,0,0,0,1943760,0,0,292800,0,0,0,0,0,29280,0,0,119040,0,376800,0,0,0,289440,3242880,0,0,0,0,4918800,0,442080,151200,0,0,0,0,0,0,0,652320,0,0,0,0,2683920,0,0,0,0,7680,733440,5449200,3017040,20400,0,0,0,0,300720,0,50160,0,92640,0,6407760,701760,0,0,0,115440,0,0,0,0,0,0,0,0,0,114240,0,482160,0,0,225120,0,2492160,75360,0,0,0,0,1494000,0,2405040,0,0,1395360,0,0,3601680,0,30000,0,0,105120,0,510240,373680,25920,0,0,0,0,0,0,3888000,0,0,0,14880,1440,0,0,152400,0,0,0,0,0,0,0,0,0,0,0,108720,0,240,1004400,0,0,0,0,0,365040,0,0,3747360,0,527520,265200,0,0,0,425760,0,0,0,0,0,0,0,0,4024080,657360,3136080,0,0,0
ADFR,176640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198000,0,0,0,316320,0,0,54720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577200,0,386400,0,0,428160,353520,0,0,0,0,848880,0,0,0,0,0,0,0,0,0,0,0,66000,0,324000,0,0,0,553200,3625440,0,0,0,0,3120,0,83760,0,0,469440,0,0,0,0,0,0,0,0,0,0,172800,0,136560,0,0,0,78720,2667600,421920,83040,0,0,0,0,2640,0,0,0,2063040,6407760,0,989040,0,0,0,323520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403520,0,5606400,0,0,0,0,0,329040,0,3445920,0,0,4911840,0,0,651360,0,0,0,0,0,0,0,0,0,0,0,0,0,193440,0,35280,0,0,0,0,129840,0,0,16320,0,0,0,0,0,0,0,0,30960,0,0,0,0,0,720,0,0,0,0,729840,0,0,0,295200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167520,0,0,0,18480
ASHR,408960,0,0,0,0,60720,0,0,0,0,0,0,0,0,0,0,0,1173600,0,0,0,0,0,0,8160,2452320,0,0,0,137040,0,0,0,0,0,0,265920,0,0,4928400,0,2378400,798000,0,148080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367200,0,0,3100800,0,382560,0,1020000,0,0,1705200,0,0,0,0,0,0,0,533520,0,79920,0,0,0,0,0,0,0,0,679440,2100240,0,0,0,0,0,0,0,122160,0,3091680,0,0,1079760,0,0,0,58560,0,1785120,701760,989040,0,0,0,24960,129840,0,29760,0,0,0,0,428880,0,0,0,22080,0,204240,0,1314000,0,1021200,20640,0,0,0,0,2752800,0,56160,0,0,0,0,0,1134000,0,0,0,0,0,0,215760,0,0,0,0,369840,0,0,0,0,0,0,0,0,4174080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181440,0,0,0,0,8880,126960,0,0,0,0,0,0,0,0,0,0,0,1247040,0,0,0,0,0,0,50160,2845440,0,26400,0,320880
AUAL,0,396240,0,20880,0,0,113760,0,0,1232880,0,0,0,0,0,25200,0,0,0,0,0,0,0,0,966480,0,0,0,0,173040,0,0,0,0,0,0,0,0,16800,0,444240,0,0,0,0,0,0,0,639600,0,0,0,11040,184800,8285760,0,6808320,0,0,0,0,1200,0,0,0,0,0,0,4596000,0,0,0,0,0,390960,0,362160,0,0,0,0,0,7678800,0,0,0,0,0,0,0,558480,0,0,10800,0,0,344160,0,92640,0,0,0,0,0,0,63360,1097040,0,0,0,0,0,0,0,28800,0,0,0,0,0,195360,0,0,0,0,5183760,100560,0,0,0,0,0,0,522000,0,0,0,0,0,0,1302240,0,0,116880,0,0,16320,0,119280,0,0,0,1535520,0,0,28080,0,0,0,0,0,0,2619120,0,0,0,0,0,4783200,119280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183600,0,2589360,0,0,0,0,0,0,0,192720,0,122160,27120,0,104880,0,106320,0,0,0,0,0,0,0,0,0,2388720,0,644400,0
OLQDR,0,0,0,0,0,27120,0,0,0,167040,0,0,0,0,138960,0,790560,0,0,0,0,201840,0,0,0,0,0,0,0,6960,0,0,2988720,1978080,1753920,0,43680,426000,0,0,0,83520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68640,0,0,0,0,0,0,0,779040,303360,0,0,0,519600,0,172800,0,622080,0,0,0,46560,0,0,0,102240,8163840,268800,0,0,0,96960,0,0,213360,0,0,3167760,3360,1290960,0,0,0,0,0,0,0,0,0,29520,0,0,0,0,293280,0,401520,0,0,0,0,0,0,0,0,93120,0,0,0,0,2036640,0,0,2026800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209280,0,0,480,0,0,88560,0,0,0,0,0,22800,0,0,136800,76080,0,42480,378240,0,0,0,0,0,0,0,0,0,1199760,0,0,13440,4080,0,0,0,0,1024560,0,24240,0,0,0,87600,0,0,831840,0,0,0,64080,0,0,0,0,0,0,0,87360,134400,42960,0,0
AIAL,0,0,0,2955840,0,0,0,0,0,637920,0,0,0,0,2359440,11520,0,0,0,0,0,0,549600,0,3150000,0,3429360,0,912240,89520,0,3412080,0,0,0,0,234240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254720,0,0,0,210720,0,0,1589760,0,0,476880,0,0,0,147360,0,1383360,35040,0,0,0,0,11610720,0,1834080,0,0,0,0,0,0,0,0,3173520,0,0,0,0,0,0,0,0,0,0,0,0,0,573120,0,0,44880,0,0,0,0,7999920,0,0,0,24960,28800,0,0,0,0,0,0,0,0,0,0,0,0,276240,3246000,0,0,0,0,150000,15600,1106160,0,0,0,0,125760,0,0,0,0,0,0,0,367440,0,0,1074480,0,1578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120720,0,0,0,79440,0,0,0,0,0,0,0,1804320,0,0,116160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49680,0,0,33120,0,0,0,0,0,0,0,615840,0,480,0,0
PVPR,93360,0,0,0,0,0,0,0,2660880,0,0,0,0,0,0,0,0,519120,0,0,0,344640,0,0,76800,1167360,0,0,150000,0,0,0,0,0,0,0,230880,0,0,1818000,0,632400,0,4080,0,222720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318000,0,0,0,0,0,1387440,0,0,6480,0,173760,0,0,0,0,0,0,0,0,0,124320,0,0,0,0,0,24960,0,408720,0,0,240,0,0,0,0,0,62880,0,6215280,115440,323520,129840,0,0,0,0,0,0,0,0,0,0,1039680,0,0,0,0,0,0,0,1099680,0,3120,0,0,0,0,0,0,0,2935680,0,0,0,0,0,0,0,5846160,0,0,0,0,6000,456960,0,0,0,0,0,165120,0,1062000,0,0,0,0,293040,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,59760,0,0,0,0,0,0,0,0,0,0,0,0,698160,0,0,0,0,222720,100560,0,9840,0,0,0,0,0,0,2404560,235920,0,3455520,34560
OLQVL,0,0,0,0,0,0,115680,0,0,0,0,0,3125520,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,0,103440,0,0,0,0,0,0,125760,0,1227600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930000,625920,0,76800,0,1829040,0,0,0,0,1377600,0,0,0,21120,102720,0,1279200,0,0,1854000,0,0,0,210720,0,393120,0,0,0,0,0,0,0,804000,0,0,8205600,0,0,0,948480,403680,0,0,0,0,0,0,0,0,0,0,96960,0,0,0,0,0,0,0,0,0,2002320,0,303360,0,401040,0,11760,0,0,0,0,0,0,0,0,235200,0,30240,0,0,0,274800,0,0,162000,0,0,0,960,48000,0,0,0,208560,0,1349520,35760,46080,0,0,0,0,334560,0,10800,445200,92880,0,179520,409200,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168720,0,0,57360,0,0,0,0,0,162720,971040,1035120,0,1429440,144000,0,0,0,0,225840,0,0,0,147840,0,0,85440,115920,0
PLNR,0,832080,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,584400,3287520,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,1811520,6240,0,2625600,0,0,0,841440,0,0,0,0,0,0,0,0,0,0,0,901680,0,0,720,0,0,0,0,0,0,788400,0,0,0,792480,0,1208400,0,0,0,0,0,0,0,0,23520,1129200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084560,0,2160,0,0,0,0,29760,0,0,0,0,0,0,0,74400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225360,0,183840,0,49440,124080,0,31440,0,139920,0,0,0,1680,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88080,0,0,0,0,0,0,0,0,224400,0,0,63600,0,0,0,0,0,0,0,0,0,27840,0,0,0,0,0,0,0,0,0,7200,0
RMED,3120,26400,36240,0,52560,0,867360,105840,0,0,0,0,18480,0,0,365040,0,0,99840,24240,579600,730800,0,1400400,7440,0,0,0,0,0,0,0,2200560,0,329040,206160,0,0,1043760,0,0,0,0,0,0,0,0,15600,23040,0,0,830880,0,0,1795920,0,0,2370240,389760,0,0,19680,0,5279520,0,0,0,0,0,0,227040,1741440,368400,3660960,360480,0,0,0,0,0,0,630960,0,134880,0,0,0,0,0,0,4795680,0,245280,573840,734640,1395840,0,0,1842240,0,0,1402560,0,720000,0,1007520,0,0,0,0,0,0,0,293280,0,0,303360,0,50880,0,17434800,0,0,0,11040,0,0,0,0,0,0,0,0,0,1133520,0,0,224400,12240,0,0,59760,264720,0,0,163920,0,1259040,0,0,0,0,26400,0,0,0,0,0,4291680,624240,443040,1419840,0,54000,803760,0,1132320,0,0,1242000,0,278160,0,1188000,0,0,0,0,667440,236880,0,3614880,0,0,67680,419520,427440,0,0,0,0,0,0,0,290160,1113840,666960,1079040,4355040,2359200,0,0,0,0,0,507840,0,0,0,0,330480,0,190080,0,0,0
CEPVR,0,1200,0,0,13680,325920,0,0,20640,310320,0,260880,0,0,92400,0,565200,1577760,1818720,0,1239120,0,0,432720,0,0,0,0,0,0,950640,0,0,0,0,0,0,1824480,0,71280,0,0,428400,154560,0,218640,0,1347120,14160,0,8880,0,0,0,0,0,0,0,0,0,0,1077600,85440,40800,273120,0,53760,0,0,0,0,498480,183120,0,0,0,0,1583760,0,1374960,0,2596560,0,0,0,6960,1195680,472560,440640,111120,4500480,0,1685520,0,0,0,708000,2723040,291840,10080,0,0,4560,0,109440,0,0,0,0,0,0,0,0,0,0,0,0,74400,0,0,0,0,0,0,0,0,0,0,39840,0,222000,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464160,0,314160,0,384480,1425360,1557360,0,0,0,0,0,0,3600,35280,0,0,176880,0,0,152640,0,0,0,0,1227120,906000,0,0,240000,101280,0,0,0,376800,0,3290400,0,222000,0,1721040,0,0,0,0,0,3095760,0,0,0,69360,3031440,0,0,0,0,1190880,137760,25920,1908720,0,301200,120240
RMEV,319440,0,619920,0,547440,0,306480,839520,0,52560,0,0,753600,0,0,482400,0,441600,564000,290640,264240,199200,480,499440,5280,0,0,1200,0,0,0,0,74880,0,72960,550560,0,0,899520,0,0,0,0,0,0,0,0,267120,294240,0,0,72960,0,69840,2400960,0,0,341280,513840,137280,64560,2075280,0,5140560,0,0,31680,0,0,0,691200,816720,446880,839040,316320,0,0,0,173520,0,0,1709040,0,175440,0,0,0,12240,0,0,5691600,269280,555840,1162800,581520,1452720,0,0,2373120,0,0,114240,0,414240,0,57360,0,0,0,0,0,0,195360,401520,0,0,401040,0,17434800,0,960,0,0,0,129600,770880,0,183120,0,0,0,387840,0,0,942000,0,0,2901120,0,9600,949200,19440,712080,0,69360,300240,0,815040,0,0,0,568560,0,0,17280,0,0,0,5984400,341040,0,598800,222480,0,361200,0,118560,0,80640,264240,0,969120,294240,304320,0,0,0,0,122400,2270160,0,4420800,0,0,1754880,455520,497760,0,61920,0,620400,0,0,0,0,479040,15120,313920,4123920,3421200,86640,400320,0,8400,0,1293120,2400,0,0,0,154800,0,268800,0,663840,0
ALML,0,0,0,1702800,0,0,803760,0,0,438240,0,697440,0,0,0,0,0,0,0,189600,0,0,1053120,0,0,0,0,0,1173600,795840,0,0,0,0,0,0,0,0,0,0,777840,0,0,0,0,0,0,0,0,750720,0,0,0,0,0,0,732240,0,0,0,0,0,0,0,0,0,352560,0,0,0,5280,0,0,0,0,23280,0,0,804960,0,0,46080,0,0,0,0,0,0,0,1707600,0,0,0,0,0,0,0,0,0,0,3066960,0,0,0,360960,0,0,0,512640,0,0,0,0,0,0,0,0,0,0,0,0,0,2145120,0,0,0,0,2375520,0,82800,0,1322640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333120,4560,0,0,0,0,0,0,1013040,0,0,0,96960,0,0,0,0,96720,38640,0,0,0,0,0,0,0,0,0,0,8400,0,0,432960,0,0,430560,0,0,0,0,3383520,0,63600,0,0,0,487680,0,0,0,0,0,579360,0,245040,0,1380960,0,0,0,0,0,0,0,10320,529920,1560720,553680
PVCL,0,2880,0,5280,0,0,2989200,0,1732800,0,167760,0,0,0,0,0,166080,145440,0,0,0,0,0,0,0,693120,0,0,0,2063520,0,0,0,0,124560,0,2455200,0,0,0,0,0,129840,0,50880,353040,0,0,443760,0,0,0,0,195120,0,0,0,0,0,217920,0,0,3600,0,83040,1035360,0,0,0,0,0,0,0,74400,151440,244800,0,0,0,684960,0,0,0,0,128880,0,0,0,0,676800,0,29280,0,0,0,0,0,0,0,0,2277600,0,0,0,12480,0,1369200,0,196800,0,0,428880,0,0,0,1039680,11760,0,0,0,0,2145120,0,0,0,0,0,44160,0,0,0,8160,0,20400,0,0,0,0,0,0,30960,0,0,0,0,0,10800,0,4458720,36960,0,6960,21840,547200,14160,0,0,0,708240,0,0,0,2075280,0,0,0,0,0,0,0,0,0,571440,0,908880,0,0,0,0,0,0,0,304800,0,0,0,0,0,0,0,371520,0,0,0,0,0,0,0,0,0,269760,0,3641040,0,0,0,0,0,0,0,1538400,6388080,375840,1813920,6242640,983760
BWM-DR06,0,0,11280,0,0,0,0,0,0,0,0,210000,0,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59280,0,0,770400,311760,0,0,0,0,6240,0,0,1285680,0,0,0,0,0,248880,0,0,0,0,0,0,0,0,12240,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,144480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93840,0,0,0,71520,0,0,0,0,0,0,7686720,5048880,1025040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157680,0,396480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,246000,327840,0,0,0,0,0,0,0,0,0,0,0,0,0,501120,0,0,0,0,0,0,36000,0,3120,0,0
