,RMGR,AIYR,AIYL,RMEV,AIZL,AIZR,RIAR,RIAL,RIBL,RIH,SAADL,ASGR,AVL,RIR,RIVR,ADFL,RIVL,ADFR,SMBVR,SMBVL,AIAR,PVT,DVC,AVKL,AVKR,ASIR,FLPL,AWAR,AIMR,AIBL,BDUR,SIAVR,SIAVL,BWM-VR07,ASHL,SMDDR,PVQR,RIFR,DVA,PVCR,AWAL,AIAL,BWM-VL07,BWM-VR03,BWM-VR01,BWM-VR02,BWM-VR04,BWM-VL01,BWM-VL04,BWM-VL06,BWM-VL02,BWM-VL08,BWM-VR08,BWM-VR06,BWM-VR05,ASJL,PVQL,AIML,ASGL,RMGL,BDUL,AVBR,BWM-VL03,BWM-VL05,PVCL,AUAL,PVPL,ADLL,AWCR,URBL,AVAL,ALML,AINL,ADLR,AVER,AVEL,SIBDR,RIMR,RIML,RIGL,AVHL,AVJL,SMBDR,SAAVL,ASJR,URBR,ASKL,SMBDL,AVHR,AVJR,BWM-DL06,URYVR,ASER,URXR,BWM-DL07,BWM-DL05,BWM-DL02,BWM-DL04,BWM-DL08,ALA,BWM-DR08,BWM-DR03,BWM-DR07,BWM-DR01,BWM-DL01,BWM-DR05,BWM-DL03,RIS,AVAR,AWCL,RIBR,OLQDR,BWM-DR06,BWM-DR02,BWM-DR04,SIADL,RMEL,URYDR,URYDL,IL2DR,OLQDL,SMDDL,SMDVR,IL2R,IL1L,IL1DL,IL2DL,URADL,IL1VR,IL1DR,RIPL,URADR,URAVR,OLQVR,IL2VR,URAVL,IL1VL,IL2VL,OLQVL,IL1R,OLLL,OLLR,IL2L,RMED,RMER,CEPDL,URYVL,RIPR,URXL,CEPDR,RMDVL,RMDVR,RMDR,RMDL,SIADR,SIBDL,ALMR,AINR,SIBVL,BAGL,BAGR,CEPVR,CEPVL,SIBVR,RID,RICR,RICL,AVDL,AVDR,RIFL,AUAR,ASIL,PVR,AIBR,ASHR,ADAR,AVBL,RIGR,ADAL,AFDR,ASEL,AWBL,AWBR,PVPR,RMDDR,SAADR,SAAVR,ADEL,ADER,SMDVL,RMDDL,AFDL,ASKR,FLPR,CANR,CANL,DB1,excgl,excduct,SABD
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43008,0,0,0,0,54784,0,0,0,0,0,0,0,265728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64768,0,0,0,0,0,0,0,0,0,0,0,0,40448,0,0,0,0,0,0,134656,26880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20224,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,2560,5888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221952,0,0,0,0,77824,0,0,0,0,0,0,265728,0,0,0,0,0,0,0,0,0,99840,0,1186304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154880,0,380672,0,0,0,111104,227840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44800,0,697856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736256,0,0,0,0,0,0,0,0,0,0,0,0,45312,0,0,0,0,0,0,0,545280,0,0,0,0,0,0,1745920,0,0,0,0,0,0,96512,0,0,0,0,0,0,0,0,0,0,0,15872,0,0,0,0,0,0,0,296192,61952,0,632832,0,0,121088,0,0,0,0,0,0,0,0,0,0,0,0,3328,813056,95744,0,0,0,0,250880,6400,167424,79360,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666624,0,280576,0,0,0,0,0,0,0,0,7680,0,0,0,0,0,0,0,0,0,163328,0,0,0,0,0,0,0,0,0,0,0,0,162048,0,0,0,0,0,0,0,431360,0,0,0,0,0,1745920,0,68608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320256,0,0,0,0,0,0,172288,116992,0,0,0,0,35840,0,0,0,154624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185856,0,0,0,0,0,0,0,225792,0,0,0,0,0,0,68608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18944,0,0,0,0,0,0,0,29440,421120,0,0,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,239616,621568,0,0,0,0,0,0,0,0,0,0,811264,0,0,0,1280,0,638976,96256,137472,24320,0,0,0,11776,19200,0,0,486400,6912,257024,0,0,39168,0,0,4608,64768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15360,0,50944,0,0,0,43008,0,28672,58112,0,52736,15104,0,32000,0,13056,22016,0,0,68352,0,0,0,0,0,0,0,0,0,17152,38400,28928,75776,0,0,6144,0,0,30976,0,0,0,0,0,44544,43520,26368,0,0,0,0,0,0,0,0,0,0,45312,34560,0,0,8192,0,54272,0,0,0,0,0,0,10240,0,0,0,0,0,0,0,0,0,0,0,376320,0,241920,414464,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630784,17152,28160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707584,0,0,0,4352,0,0,0,0,0,0,0,0,0,25856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR03,0,0,0,29952,0,0,0,0,0,0,0,0,0,0,0,0,14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207104,1658624,92928,961792,183040,0,17664,0,0,0,0,0,0,0,0,2304,0,0,0,125184,72960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91904,0,0,0,0,0,221952,0,16384,0,14336,0,0,0,0,0,0,0,0,0,4864,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39424,0,0,0,0,0,610304,0,0,0,0,0,0,0,0,0
BWM-DR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51456,0,84992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,207104,0,226560,0,176640,0,0,76032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354304,6656,0,0,99840,0,11264,0,0,0,0,0,0,0,0,0,78592,58112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,127232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146176,0,0,0,0,0,0,0,0,0,0,0,0,0,1658624,226560,0,427520,24832,84736,0,31488,0,0,0,0,87040,0,0,26368,0,0,0,0,14592,38912,0,0,0,0,0,0,152832,0,978688,0,0,0,0,0,0,0,0,0,0,0,43776,1280,0,0,19712,0,99840,0,142848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73472,0,0,0,0,1024,449024,0,0,0,0,0,0,0,0,0
BWM-DL01,0,0,0,468736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196352,0,0,0,0,22272,0,0,0,0,0,0,0,99840,96512,0,0,0,0,92928,0,427520,0,0,2157312,0,0,0,0,0,0,0,0,0,26880,0,0,0,0,7680,0,0,0,123904,0,681216,0,0,63232,0,0,0,0,0,0,0,0,0,0,0,0,39168,47872,768,0,0,0,0,138496,0,0,0,0,0,0,0,48640,0,0,0,0,0,0,0,0,0,0,0,0,0,13312,0,0,0,0,0,0,0,0,0,0,0,690944,0,0,0,0,120832,115456,0,0,0,0,0,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175104,0,0,0,0,0,0,0,0,0,0,0,0,0,961792,176640,24832,0,0,37376,0,60928,0,0,0,0,0,0,0,0,0,0,0,0,28928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109568,0,0,0,0,0,353536,0,152576,0,45056,0,0,0,0,0,0,0,0,0,3584,0,100864,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105728,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,37120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196864,0,0,0,0,0,0,0,0,0,0,0,0,1186304,0,0,0,0,0,183040,0,84736,2157312,37376,0,0,0,0,0,0,0,0,0,0,0,0,7680,0,0,107264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92928,0,18432,0,0,0,30976,24320,3584,0,0,0,0,0,0,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,27136,0,0,0,0,0,0,0,0,0,0,0,895488,0,0,0,0,0,5888,0,0,0,0,0,0,0,0,0
RIS,158976,479488,1280,1484032,0,0,0,0,1696768,115712,0,0,3309824,66048,286976,0,510208,0,267008,0,0,131584,8704,998144,996352,0,0,0,65536,271104,5120,195840,0,0,9728,2246144,0,0,19456,52736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254976,0,96256,0,0,91392,25344,0,0,0,0,0,0,0,0,476928,589312,14848,986880,968704,0,37376,253440,30720,8192,0,5888,0,0,0,163840,0,194816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650944,0,0,0,0,0,422144,35328,82944,0,544768,627456,1020416,0,0,0,0,0,0,0,0,0,0,112128,0,0,0,0,141056,0,80896,0,0,780544,401408,685312,179968,0,0,616448,0,0,870912,730368,201472,0,0,39936,99072,0,0,616448,518144,0,164096,137728,41216,0,0,0,137728,0,0,20992,188416,0,151296,18688,0,0,0,0,0,0,54528,646144,0,170496,0,1504256,0,0,0,193024,0,0,382976,679168,0,0
AVAR,72960,0,0,0,0,0,625920,204032,0,413696,308992,0,0,60160,483328,0,3584,0,0,0,0,0,251904,6912,322816,59392,86016,0,0,14080,0,96256,3328,0,0,59648,0,0,51456,31232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58624,0,0,0,0,196352,0,0,0,0,359168,0,768,61440,516352,0,38912,0,12800,0,76544,318720,1100544,0,163328,87808,0,1196032,0,7424,0,299776,3584,3584,0,0,0,127488,0,0,0,0,0,0,0,17664,76032,31488,0,60928,0,0,0,96768,206336,0,0,0,0,271360,0,0,0,0,0,1060608,504576,0,0,0,0,0,0,0,0,21504,0,0,0,0,0,0,0,87808,19456,0,0,0,0,0,42752,0,0,6400,125952,47104,148224,117760,0,82432,0,0,28416,248832,70144,0,0,56320,0,373248,725504,203264,195840,5632,190976,0,0,777472,73472,259072,274176,0,1108480,0,0,0,13568,366848,96000,198144,1783808,660224,225024,272128,18688,0,0,246016,0,0,0,0,0,0
AWCL,0,265984,717056,0,58368,146176,90624,0,125184,0,0,70656,0,0,8192,0,0,22528,0,0,433152,0,0,0,0,1146112,0,0,0,1345792,0,0,0,0,0,0,0,0,0,0,87040,1536512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81152,511232,0,0,0,0,0,0,0,0,1214208,2196224,0,0,0,327680,252672,0,0,0,0,208896,0,0,0,0,0,0,0,387584,0,0,0,0,0,251136,0,0,0,0,0,0,15360,0,0,0,0,0,0,0,0,96768,0,0,59904,0,0,0,0,0,30720,8192,63232,8704,0,1536,66560,5632,4864,0,0,0,42752,0,0,0,0,0,0,0,0,0,139264,0,29952,11008,0,0,0,0,0,0,0,0,0,0,0,0,274688,0,205568,0,190720,0,30464,97536,0,0,0,0,0,0,0,0,2882304,0,365312,0,0,0,0,0,31232,1202176,237056,0,0,0,0,86272,0,0,0,0,382464,0,0,0,0,0,0,0,0
RIBR,0,1130240,0,416256,0,905984,1238784,0,243456,169472,4608,0,190720,0,21248,0,0,134400,0,0,0,47104,366336,0,0,86784,0,0,0,375552,0,67328,0,0,0,116480,0,0,93952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149760,0,0,145152,0,0,0,296448,0,520960,1317120,203520,514048,26112,0,0,0,0,0,24576,7424,0,0,0,0,0,568064,0,238592,0,0,0,0,0,0,0,0,0,0,0,0,0,1650944,206336,0,0,202752,0,0,0,0,0,369152,0,17664,0,551680,46848,124160,0,0,0,0,36864,86528,0,0,203008,175360,0,0,0,0,0,22528,3328,660480,0,402944,401920,0,0,0,0,231680,0,3840,0,100096,212224,0,0,423936,176384,1490432,456960,89856,0,185344,26624,0,0,198400,0,0,1654784,0,0,78848,0,0,184064,122880,0,49920,0,0,228096,0,0,0,0,0,0,633600,0,0,0,0,0,0,0,0,0,0
OLQDR,0,0,0,69120,0,0,0,0,0,1264384,0,0,3072,0,18944,0,0,0,0,0,3840,65536,179968,6912,0,66048,0,0,20992,0,0,0,0,0,0,0,11264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15872,0,0,0,0,0,0,12800,0,0,0,51200,44544,0,180992,0,0,0,0,0,16896,0,0,17920,163072,0,565248,19968,39168,0,0,0,1024,0,0,0,0,0,50944,0,0,0,0,0,0,0,0,0,59904,202752,0,0,2304,0,0,0,2752256,0,677376,0,149248,0,379136,0,0,0,0,0,1728768,0,233472,0,0,0,0,0,0,0,0,0,109056,0,186880,1222400,0,0,32512,0,643072,0,167424,0,72704,0,0,0,70912,0,0,68864,0,0,153856,0,267008,368896,66048,56064,0,8192,0,14336,0,18176,0,0,165376,0,0,768,0,0,0,0,0,0,0,0,0,612608,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251648,0,93696,0,0,0,0,0,0,0,0,0,0,0,0,630784,0,0,0,0,0,0,0,0,0,0,0,0,418048,839936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590336,26112,0,349952,18688,0,0,0,0,0,0,0,2560,0,115456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8704,0,0,0,0,0,41472,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924672,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208896,0,7936,0,0,0,0,0,0,0,0,0,0,0,0,17152,0,0,87040,0,0,0,0,0,0,0,2304,418048,0,1914368,0,1062400,0,0,0,0,0,0,8448,0,0,0,0,0,88320,0,422400,2816,0,0,0,0,0,0,415232,0,8192,0,0,4608,0,0,48128,0,5888,256,171520,46592,284672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587008,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274432,0,136192,0,0,0,0,0,0,0,0,0,0,0,0,28160,0,0,0,0,0,0,0,0,0,0,0,839936,1914368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402432,0,2560,90368,154368,0,0,0,0,0,0,0,242944,0,14080,0,0,0,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710144,0,0,0,0,0,0,0,0,0
SIADL,165888,0,0,0,244480,0,46848,162048,215552,768,399616,0,0,0,5376,0,0,0,0,1536,0,0,109312,440320,207360,0,0,0,44032,512,0,41216,817152,0,0,71936,4864,0,416000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137472,0,0,0,0,2816,0,0,0,0,0,0,0,299264,1280,56832,186624,623616,350464,0,23296,0,255488,26624,12544,0,1849856,768,0,0,0,0,27136,0,0,0,0,0,43008,0,0,0,0,0,0,0,0,271360,0,0,0,0,0,0,0,0,0,103680,0,0,706560,884736,0,0,0,0,0,0,0,0,0,0,0,0,46592,46080,66816,0,0,0,39680,0,0,0,0,38400,0,0,0,237824,130304,373760,289280,270592,775936,220928,0,461312,0,0,0,0,39424,0,8704,347904,33792,0,0,0,0,0,492800,0,54784,1024,0,13568,0,0,0,0,0,236544,123904,12032,3328,0,866560,336128,0,28416,0,0,0,0,0,0,0
RMEL,0,0,0,2219776,0,0,0,0,405504,872192,0,0,153600,0,0,0,0,0,0,0,0,133120,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601856,0,9728,0,0,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33280,0,0,0,0,83712,0,0,0,0,0,1536,0,0,0,0,0,70144,0,0,0,0,15872,0,0,0,0,0,0,26368,26880,0,0,422144,0,0,0,0,0,1062400,0,0,0,9216,84992,18176,911872,0,0,2116608,97024,854784,154624,162048,0,41728,196608,535040,597760,0,317696,132608,645632,186368,961280,791552,1606400,222976,837888,1521920,807424,0,249856,283392,89344,0,23296,0,0,0,0,0,0,0,0,0,0,0,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25856,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,67072,0,25088,0,0,0,78848,0,0,43008,0,78080,0,87552,0,0,0,17152,59904,66560,0,0,10752,0,0,3328,135168,0,0,0,0,0,0,0,0,91904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27904,0,0,0,0,0,0,13824,0,82176,0,25344,13824,103936,315392,6144,93696,0,0,0,94720,10240,32000,27392,0,0,0,19712,15616,0,0,0,574464,0,0,0,0,0,28672,0,2304,0,0,0,0,0,35328,0,30720,369152,2752256,0,0,0,0,9216,0,0,641536,0,541952,64768,0,0,0,0,0,0,1734656,0,1185024,0,0,0,0,0,0,0,0,0,43008,0,405504,227584,0,0,0,0,730368,0,550656,0,0,0,84480,16640,16640,768,0,32256,0,0,0,0,53248,0,118016,80128,0,0,0,16640,0,6144,103680,42496,145664,0,4864,18176,0,0,0,0,0,90880,0,0,0,230912,0,0,0,0,0,0,0,0,0
URYDL,0,0,0,177152,11264,0,0,0,457472,357632,0,0,91392,0,105472,0,3072,0,0,0,0,136448,123904,0,0,0,0,0,0,0,0,0,0,0,768,628736,0,0,85504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35328,0,23808,0,0,0,0,0,0,0,0,0,17664,11520,0,104704,0,0,0,748288,272896,105728,0,93952,399360,23808,22272,0,79104,0,0,512,59136,0,6144,0,0,0,0,0,0,0,0,0,58112,0,0,0,0,0,0,7680,82944,0,8192,0,0,0,0,0,103680,84992,0,0,0,2665984,0,0,0,0,2348800,552192,883456,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,97280,267264,0,861440,0,0,879872,0,692224,0,0,0,0,25088,0,0,0,47872,0,0,0,0,111872,0,0,132096,24576,0,0,13312,3328,111872,0,0,0,0,159232,0,0,0,0,0,161280,0,21248,0,0,68608,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,87552,0,0,0,0,0,956672,0,0,0,0,38144,0,43776,0,0,0,0,0,0,0,0,27136,0,0,0,0,75008,0,0,0,0,0,0,52992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,0,0,0,20992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58368,0,0,0,0,0,289792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63232,17664,677376,0,0,0,0,18176,641536,0,0,0,0,0,2048,0,0,0,0,0,940800,0,1337088,0,0,0,0,0,0,0,0,0,0,0,395776,256256,0,0,1440512,0,698112,0,60928,0,70656,0,0,0,51712,0,0,47360,0,0,43008,0,44032,90112,80896,0,0,67072,0,15872,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,101888,0,0,0,0,0,0,0,0,0
OLQDL,0,0,0,36864,18944,0,0,0,336384,1303552,0,0,0,0,0,0,0,0,0,0,0,286208,2560,0,0,0,0,0,0,0,0,0,0,0,0,94208,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,75008,0,30976,0,0,5632,0,0,0,0,31232,0,768,12800,195328,0,0,0,0,271360,0,0,0,0,276224,28160,24064,833792,0,0,0,0,0,0,0,0,0,18432,0,0,0,0,0,256,52736,0,0,0,0,0,0,0,544768,0,8704,0,0,0,0,0,0,911872,0,2665984,0,0,0,0,0,0,1520384,879360,353280,0,0,73728,0,0,0,0,0,0,0,0,0,155904,0,491520,183808,0,342784,0,226560,0,0,96000,0,0,4096,0,0,0,6912,270336,124160,0,0,0,0,32512,470016,305920,25344,25088,59648,0,7168,2048,0,0,0,0,0,122880,0,0,0,0,0,628480,0,0,0,0,0,206080,6912,0,0,0,0,0,0,0,0
SMDDL,330240,0,0,8704,0,0,791040,1547264,172288,0,653568,0,73472,0,820736,0,0,0,109568,452096,0,0,12800,140032,226560,0,0,0,51456,0,0,25088,164352,0,0,351488,0,0,0,0,0,0,0,0,24576,0,0,41472,0,0,0,0,0,0,0,0,0,0,0,417792,0,0,2816,0,0,0,0,0,0,0,141312,0,0,0,65280,317952,40960,1403136,558592,38144,0,0,0,551936,26624,230912,0,398336,0,0,0,0,0,0,0,26624,0,0,0,15104,0,125184,0,14592,7680,28928,107264,627456,1060608,0,551680,149248,0,0,0,706560,0,541952,0,0,0,0,3196928,1024,0,0,0,0,11776,0,0,0,0,0,0,0,9472,0,0,14080,44800,271872,0,286464,0,0,11776,0,0,913664,102144,79872,459264,149760,32000,306432,61184,0,0,0,0,0,41472,68864,0,636160,727552,0,0,0,0,0,0,826112,0,31488,0,0,47616,0,0,0,0,0,0,0,2233600,0,0,162048,458496,0,0,0,0,0,0,1142016,0,0
