,RMFR,RMFL,BWM-VL02,BWM-DR06,BWM-DL03,BWM-VL01,BWM-VL07,AVFR,ADAR,RMDVR,OLQVL,URBR,URXR,CEPDR,RMEV,RICR,RMEL,OLLL,IL1DR,URXL,OLLR,RMER,RIGL,ADEL,AUAR,PVPR,DVA,AVAR,RMDR,FLPR,RMDVL,BAGR,AIYR,SAADR,BAGL,RIPL,RMGL,AIBR,SAAVR,ASHR,BDUR,IL1VR,SIBVL,RMHL,RIMR,RIBR,BWM-DR02,OLQVR,CEPDL,URAVR,BWM-DL07,BWM-DL05,IL2DL,IL1DL,BWM-DL01,RMGR,IL2R,URYDR,ALNL,PVR,URADR,IL2DR,OLQDR,AVDR,URYVR,ALNR,ADER,SDQL,RIAR,IL1R,AVEL,BWM-VL04,BWM-VL08,RIVL,BWM-VR04,BWM-VR02,ADLR,BWM-VL06,ALA,CEPVL,BWM-VL03,IL1VL,AVER,AIZL,RIVR,AVL,CEPVR,BWM-VR05,RMDDR,SAADL,BWM-VR03,BWM-VR01,BWM-VR07,BWM-VR08,BWM-VR06,ALMR,ALML,RMDDL,AVJL,AWBR,ADAL,BWM-VL05,ASIR,SMDDL,RMHR,SIBDR,BDUL,AVDL,SMBDR,AFDL,PVCR,AVHL,SIAVR,SDQR,AIBL,SMDDR,SMBVR,PVT,SIADR,DVC,SIBVR,ASJR,PVQR,ASGR,ASER,RIFR,AWCR,AFDR,FLPL,RIH,AVBR,AWAR,AIMR,AVM,SMBDL,PVCL,AIZR,AIAR,AINL,AINR,AIYL,AVJR,ASHL,AUAL,AWBL,PVPL,PVQL,ASJL,ASGL,ASEL,AWAL,SIBDL,AIML,ASKL,AIAL,SMBVL,SIADL,SMDVR,RIML,ADFL,BWM-DL08,OLQDL,URYDL,BWM-DL06,URYVL,URBL,BWM-DL04,AWCL,RMDL,AQR,URADL,BWM-DL02,RMED,BWM-DR04,BWM-DR08,RICL,RIS,BWM-DR01,BWM-DR07,BWM-DR03,BWM-DR05,RIGR,IL2VL,IL2VR,RIPR,IL2L,IL1L,URAVL,SAAVL,ADFR,AVAL,RID,AVHR,AVKR,AVKL,SIAVL,RIBL,ADLL,RIR,AVBL,ASKR,RIAL,SMDVL,RIFL,ASIL,AVFL,excgl,VB1,SABD,VA3,VA2,DB1,VA1,VB2,CANL,CANR
ASKL,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,27120,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,0,70200,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,15240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73320,0,444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147120,0,0,0,0,30240,0,3720,0,0,0,0,0,0,974520,0,0,0,37440,0,0,369120,148320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64320,4440,0,0,0,930600,0,0,0,3548760,2256600,282840,406560,134160,0,946680,0,3855600,0,0,0,0,0,0,0,600,0,0,0,0,281640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30960,12480,0,0,0,0,0,0,0,0,0,3720,1899000,0,0,495480,0,0,327480,429840,475920,0,74760,0,0,0,0,0,19320,0,0
AIAL,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,69360,0,0,0,0,3120,37920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,15120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86400,1514880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82680,0,0,0,0,0,0,0,0,0,0,0,0,0,4256640,0,0,0,0,0,0,0,27480,0,538800,0,1695720,0,0,0,42960,0,0,0,33960,0,0,323400,162120,103200,718920,0,1341120,0,576360,0,1150920,1026360,3239280,1181280,1107840,0,1486680,3855600,0,580920,0,0,0,263040,0,0,0,0,0,0,0,2588880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37680,40080,0,17880,0,405600,0,0,5520,0,0,1223280,1016400,147840,0,0,0,0,0,0,0,0,0,0
SMBVL,0,372000,212880,0,0,431760,188520,375360,0,1764600,912240,0,0,0,148800,31200,0,330000,0,385560,0,0,748080,0,0,37560,0,360,63000,0,0,0,2760,0,0,0,431640,0,909600,0,0,0,195600,331560,49200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306360,0,0,0,0,146760,0,382920,278400,0,0,0,0,0,0,39840,599880,84000,20520,102600,3151200,3120,0,0,0,0,3869520,0,0,0,0,0,0,0,127920,0,0,294720,264840,0,29280,5280,0,0,0,1744080,0,0,0,0,0,20280,0,24360,55200,0,0,695880,0,0,0,0,0,0,0,0,136320,123360,0,0,0,5278320,69360,269160,0,0,0,471840,364680,1650360,0,176520,297600,125760,147960,121440,0,0,1643640,339840,0,580920,13800,5520,390840,287280,1219320,0,0,0,0,0,0,0,0,143640,229200,0,0,0,0,0,797400,51720,0,0,0,0,0,0,0,0,527160,218640,0,0,0,0,3720,225600,147840,1234680,3260520,0,1474440,26640,150360,0,529440,0,267720,0,17040,2018880,164640,0,0,0,0,0,117360,0,0
SIADL,0,151560,0,0,0,0,0,0,11760,0,0,0,0,0,0,302280,0,2880,0,54720,0,0,509040,0,0,0,675480,327480,273840,0,447120,0,0,40800,0,0,12000,1359720,74280,0,0,0,630720,151080,549960,67320,0,0,0,0,0,0,0,0,0,69720,0,0,0,0,0,0,89640,324840,0,339120,19200,0,59160,0,0,0,0,0,0,0,0,0,0,0,0,62760,394320,590040,89400,0,0,0,219240,623280,0,0,0,0,0,552960,0,252600,0,0,0,0,0,1639320,59760,114480,0,0,0,0,0,0,57840,131160,0,0,107760,0,137760,0,326520,0,0,0,0,0,0,0,0,0,0,0,1560,0,3585600,0,0,0,0,0,0,87240,0,0,0,0,0,0,0,0,0,2304600,0,0,0,5520,0,1299240,1031400,0,0,0,59760,0,193320,0,0,0,458280,0,0,0,0,0,0,228840,213360,0,0,0,0,0,41520,0,0,0,0,53760,293160,0,3240,1560,11040,496560,628440,892320,139080,0,0,0,0,801240,1280520,0,0,0,391920,0,0,0,0,0,0,0,0,0
SMDVR,0,134520,0,0,0,28800,0,219960,9960,228720,0,60000,0,6600,1190880,407280,0,422880,104160,0,156600,0,0,463560,13320,0,1324080,958320,416160,0,43080,103800,0,81360,44040,0,344880,0,1493640,0,0,0,0,550920,1333200,211080,0,0,0,0,0,41520,0,0,0,0,36240,20640,72240,0,0,0,0,397320,0,197040,586800,0,1756800,225000,43080,0,0,157320,0,0,4680,0,0,665520,211440,0,724560,0,1317600,235680,0,0,85920,2779560,16920,12480,0,0,0,720,0,1221000,0,0,305760,175920,0,4548720,406080,405360,0,0,39240,0,0,0,59520,0,120960,891360,0,0,1666560,0,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,2160,27720,0,31680,0,0,0,0,0,0,0,0,0,55440,0,0,0,390840,1299240,0,1433400,0,0,0,0,0,519000,0,0,0,476880,48360,0,0,62160,0,0,335160,1824600,101400,0,178920,52800,0,0,0,0,0,0,0,196560,0,107040,360,93000,402840,23640,1230360,1297320,0,0,121800,0,2635080,1989240,0,0,9120,179400,210120,0,0,0,0,0,87240,0,0
RIML,0,0,0,492120,0,0,0,3960,0,840,0,0,0,0,40680,636480,0,45960,5280,33240,78720,0,1092840,0,0,0,96600,2807880,3612720,110760,0,72600,0,2396160,3240,0,0,3484800,3456360,0,0,0,701160,351600,706080,437160,0,0,0,0,0,0,0,0,0,152280,0,45360,0,0,0,27720,5280,164280,0,180240,0,0,0,0,871200,0,0,1144560,162480,0,0,0,0,0,0,0,588480,2815080,296280,36240,0,0,0,1834200,0,0,0,21120,499800,0,11160,0,0,0,2330640,0,0,1282200,98520,472920,0,47640,0,0,0,0,15120,0,126000,2290920,0,82320,179400,30360,97080,0,0,0,0,0,0,0,21720,71280,438720,0,0,0,495480,0,0,0,0,11400,310440,145800,986520,319320,0,130800,1560,0,0,0,0,986760,0,0,0,287280,1031400,1433400,0,0,0,0,0,0,0,0,0,123720,384000,0,0,0,191640,74400,0,227280,1199640,0,0,0,0,336600,0,0,0,0,0,0,1800480,0,664440,45000,79920,1877760,2528760,260160,1240920,0,0,1161240,0,1140960,1005120,2198640,38040,0,0,0,0,0,0,0,0,0,0,0
ADFL,0,0,0,0,0,0,0,0,0,0,57840,0,0,0,0,0,0,0,0,830760,0,0,158040,0,419880,100680,9720,0,0,0,0,30960,7080,0,0,0,0,25080,0,0,0,0,324840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3154440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,250800,0,0,0,0,0,0,0,0,534240,0,0,0,0,117240,0,0,0,0,0,0,0,0,0,343680,2400,3120,0,0,76320,0,0,0,0,817200,0,106680,0,0,8160,888480,0,1054200,2148600,2295840,148560,0,15840,0,117840,1525560,86160,0,0,263040,1219320,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171120,0,0,1723080,0,0,327600,152880,0,1012920,123960,0,1494720,0,239400,49320,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,0,42120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101640,0,0,0,0,0,0,0,842400,0,0,0,0,0,9960,0,117720,0,0,0,897240,0,0,0,0,0,0,0,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15840,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371720,0,0,380280,0,21840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDL,0,0,0,0,27120,0,0,5880,0,129600,0,0,0,0,16440,265680,1676400,457920,0,0,0,0,259800,0,0,0,0,0,840,0,249720,240,0,0,117120,409320,0,4920,0,0,0,0,471720,379440,0,0,0,0,1074840,0,0,0,1531800,2510640,52680,0,0,0,0,8520,0,0,0,137280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73440,0,0,0,232920,3600,0,221400,0,0,1452840,0,0,0,0,0,0,0,0,95520,48840,0,106320,0,0,0,0,0,0,43800,884400,75600,0,38760,0,0,0,220800,0,290400,31440,215160,0,0,0,0,66000,0,90840,0,0,4511880,0,0,0,0,0,0,0,0,40800,39360,10920,0,18600,124080,0,0,0,49200,0,0,5160,0,75720,0,0,0,0,0,0,0,0,2040,3925320,0,0,306360,0,58560,12840,0,779160,0,164760,0,0,241440,529800,0,0,0,0,0,0,0,49560,551880,0,0,0,0,42960,0,0,3000,36960,0,402600,50640,0,72840,0,40080,105720,40800,36000,24960,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,0,0,96360,0,0,960,0,0,0,0,0,0,406680,0,358680,165240,0,1658520,0,0,423000,0,0,0,43440,0,0,0,2053800,1800,0,7200,0,129480,0,180480,0,0,0,0,0,0,37680,0,0,0,1459200,0,0,38760,1140480,2125920,25440,0,0,0,0,0,0,0,0,59880,0,0,0,0,0,0,109920,0,0,25800,0,0,0,0,46680,0,0,0,935760,720,63360,96720,0,0,722160,63120,0,0,0,0,0,0,10320,76560,66000,0,198600,0,0,0,0,55200,0,159240,0,6240,0,47040,0,0,0,814440,0,80640,0,63840,0,0,0,0,10680,0,39600,0,0,1249080,6120,0,0,0,33720,0,0,0,13200,5640,0,69600,13800,0,0,0,3120,30720,0,0,2040,20760,42600,600,0,0,59760,0,0,0,0,3925320,0,0,0,10080,0,57960,0,0,1467720,0,260280,0,0,0,105000,0,0,0,0,0,0,0,0,0,0,0,29880,0,157560,81000,0,22080,80400,0,661200,38040,0,12840,0,0,32280,0,3480,4800,0,0,0,0,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,0,0,0,38280,0,0,0,0,0,0,0,0,0,0,0,0,0,84840,0,0,0,0,77520,0,0,0,0,0,0,0,144480,0,0,0,0,0,75960,0,384960,0,0,0,1795920,0,0,0,0,0,0,0,0,0,0,24360,0,0,0,0,0,0,0,0,7440,0,0,149160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407040,0,0,0,0,0,0,0,17160,0,0,0,0,0,0,0,0,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371720,0,0,0,0,133920,4053120,0,78840,0,0,145440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,0,0,0,0,0,113760,0,0,0,811440,1044240,0,0,0,1031760,143640,312120,268440,0,347400,0,13800,859200,0,0,0,39000,108840,0,0,30360,135120,0,0,0,0,0,192600,0,0,0,0,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192240,0,0,0,53160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568040,25560,2194680,1221840,6840,0,328080,0,0,0,139320,0,0,0,0,0,0,35400,2074680,0,0,80520,32640,0,29280,0,0,0,0,0,0,0,0,0,0,0,0,0,282720,0,115680,108480,0,0,0,0,0,0,0,0,12720,50160,0,0,0,4680,10440,0,0,0,38760,0,71880,600,10200,32520,0,0,0,0,0,0,89280,0,0,0,0,193320,519000,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,420720,0,0,28920,312600,0,0,0,0,0,187440,0,0,0,0,766440,0,0,7560,71160,82560,0,4320,82800,1233720,58440,31320,50760,0,131280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBL,0,0,0,0,0,0,0,0,0,65880,228480,0,0,0,0,863040,0,1234800,0,1546680,0,960,0,1083840,0,0,295320,0,214440,0,0,0,0,126000,0,16440,39960,0,0,0,0,0,696120,373800,0,0,0,0,2240160,0,0,0,0,17880,0,0,0,0,67440,142440,0,0,0,464760,0,0,0,0,0,0,9600,180960,25320,7680,0,0,0,0,8040,1386120,0,0,0,0,0,13200,0,0,482280,0,0,0,0,0,0,0,89760,0,0,0,521880,0,0,0,14880,71760,0,100440,783840,0,0,0,0,0,0,149040,0,16200,60120,0,647640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,1440,0,0,0,0,0,48240,0,0,0,223320,10440,0,0,0,0,0,0,0,0,306360,10080,133920,0,0,277200,0,52800,0,0,0,0,0,0,1060680,0,0,0,0,0,0,0,0,0,912360,1385160,0,0,0,0,318480,0,0,4440,263400,2280,0,0,0,0,5040,115560,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,275880,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,0,0,74280,0,408000,0,0,0,0,559800,0,138360,0,0,0,0,0,2760,0,0,0,0,0,61800,0,58440,0,0,0,852840,0,0,0,0,60000,0,0,0,0,0,206160,0,0,0,0,0,0,0,0,0,0,0,847320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916760,0,0,0,0,0,0,0,4080,0,0,0,0,0,0,0,0,0,103440,0,503640,0,0,0,0,0,0,39720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380280,0,0,4053120,0,277200,0,0,114120,0,0,6600960,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4920,10080,0,66360,0,0,0,0,0,0,18720,0,0,0,54840,1908120,0,382440,0,0,913800,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,150120,97680,0,0,35280,7320,0,0,0,35640,27840,0,0,0,0,0,70080,51000,0,0,0,0,0,0,0,0,0,81960,0,0,0,416040,28200,0,148200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746360,0,0,0,0,0,0,632160,0,0,0,0,3878040,0,0,0,0,0,0,0,0,52440,834840,0,4723920,268320,0,0,0,18000,0,0,0,0,596520,1070640,115200,217920,1492080,0,0,0,347760,0,0,0,855240,2159880,128760,290640,0,281640,2588880,0,0,0,123720,0,0,58560,57960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30120,29400,0,0,0,0,256080,0,0,0,0,366960,1312440,0,0,0,0,0,0,4810920,0,0,0,0,0,0,0,0,0,0,0
RMDL,0,0,97800,118920,0,0,0,0,0,1046760,0,591600,6600,97080,0,5160,0,72360,0,0,550200,4680,0,0,0,0,0,61560,3297480,0,930000,0,0,0,0,0,1293720,0,480,0,0,0,254280,818760,3114600,158760,0,3360,814680,0,0,0,0,0,0,3153600,379320,0,0,62640,0,0,1560,0,0,186000,0,0,3044160,416400,145080,1455240,61680,122640,439320,36960,0,21480,0,1240440,0,0,0,0,29280,93480,112080,0,1110600,0,0,0,0,0,156840,0,0,675840,0,0,0,0,0,517440,1045920,486000,0,0,27240,0,0,0,464160,0,0,411000,84120,21840,332160,0,1085760,0,0,0,0,0,0,0,0,0,0,0,0,0,10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,0,0,0,143640,458280,476880,384000,0,21840,12840,0,78840,0,52800,114120,0,0,0,0,68520,0,507000,17760,353880,1995120,0,0,0,0,0,0,0,0,92520,507480,0,8160,0,0,0,0,435360,1861680,384360,0,0,0,0,0,1781400,643320,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,0,0,0,0,0,0,0,0,171000,0,0,0,72120,0,30480,0,0,0,0,369840,0,0,1209240,117960,0,3652200,5785560,1185360,0,281040,0,1261800,42960,0,1370880,0,0,170040,0,8760,0,0,429600,0,13920,15120,0,30960,0,26640,0,0,0,0,0,0,0,30960,0,2880,8520,0,720,256200,0,0,223440,0,134640,0,660960,0,0,45360,0,0,0,0,0,0,0,0,960,44880,57840,108840,0,0,0,0,0,0,0,0,0,0,0,0,683400,360,30480,0,0,0,0,161040,0,772560,204720,0,2917680,1127640,17760,59760,452880,0,24720,316440,7920,1513080,334680,0,0,0,0,0,0,0,68640,283080,1866360,0,0,0,380640,2415720,5880,0,0,0,28560,132240,0,0,0,3614880,0,0,0,0,0,46320,0,0,0,229200,0,48360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305760,5760,1560,0,0,0,42120,0,0,2038320,128880,313560,343080,650280,10080,1680,10560,1835520,2872800,0,58440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADL,0,0,1800,0,164880,0,0,0,0,0,0,0,0,0,483960,6120,391920,0,0,40080,0,1206000,19440,0,0,0,0,0,0,0,0,0,0,0,0,2163480,0,0,0,0,0,0,0,19080,0,0,0,0,1040880,0,0,0,1736880,1620360,2436000,0,0,0,0,456240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272160,0,0,0,0,0,0,0,0,0,141360,0,11160,0,0,0,0,0,77760,19440,2040,240,0,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133680,27240,0,0,0,0,14520,0,0,4320,240,0,34920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779160,1467720,0,0,0,0,0,0,0,0,651840,481080,0,0,73920,0,0,0,0,0,0,0,0,0,842760,216960,0,0,0,3960,0,0,0,0,0,0,0,0,46800,0,0,0,47760,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,2227440,0,11760,0,0,0,0,0,0,0,0,0,0,0,6840,0,0,0,0,1685400,0,0,0,0,0,0,50280,0,215040,0,0,0,0,26640,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,403200,616320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731160,0,0,0,0,0,0,0,0,5160,0,0,0,0,0,0,0,0,0,0,68160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145440,0,0,6600960,0,68520,0,651840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMED,0,0,0,0,12720,358560,0,0,0,2187720,137400,0,0,1440,10185600,0,2072400,2255880,453360,0,1177680,1616760,364800,0,0,0,0,0,2760,0,1374600,310080,0,3360,12360,195240,0,77400,0,0,0,299040,0,0,44400,1566720,0,3240,0,502800,0,94440,267240,376080,38520,0,558840,891720,0,0,191400,413520,134640,0,513360,0,0,0,34320,85080,187320,0,0,0,0,0,0,0,0,0,173400,212400,5040,0,0,1009200,0,0,5160,0,123480,521160,0,0,0,0,0,121080,0,0,0,12960,0,1618800,0,0,0,217080,116520,0,0,0,0,0,169680,1790280,0,558840,0,484680,0,0,0,0,0,0,0,0,0,2259600,0,0,0,0,64560,0,49440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62160,191640,0,0,164760,260280,0,420720,0,0,0,0,0,481080,0,47520,0,0,0,2051160,26400,0,42120,0,887160,359400,212880,251880,483960,0,541560,0,0,0,0,0,78720,60720,0,834000,0,0,0,0,12120,253440,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,2197560,0,0,0,0,0,91800,0,26280,11760,131400,0,0,80280,0,1920,0,1200,0,0,0,0,0,0,0,72360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685680,0,0,5012280,0,0,0,0,0,0,0,0,64200,45000,0,0,0,104520,0,1920,0,0,0,0,0,0,25440,0,0,0,0,1089360,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853520,0,0,0,0,0,12600,651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22920,0,0,0,0,0,0,0,0,0,0,0,0,0,249600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74400,0,0,0,0,0,0,0,0,0,507000,0,0,0,0,0,221160,0,0,70920,0,0,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,1260960,0,0,0,0,0,0,0,0,0,591120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601320,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137160,0,0,0,0,0,0,0,0,0,0,0,0,0,329400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17760,0,0,0,0,221160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,0,0,0,0,19080,0,0,240,911640,129720,352560,796320,546240,334920,136560,3239880,0,39000,0,263280,0,0,0,0,0,0,1072920,574560,232320,0,0,0,0,0,0,54000,712320,91920,675000,0,0,80160,478440,1843920,524760,0,0,8040,471360,0,18960,18480,76680,0,0,177480,73680,0,64320,134520,95280,132600,204720,362520,170040,62400,0,56400,0,11040,80280,22800,4440,147240,0,0,0,0,0,1185720,0,124560,0,224520,432120,0,736080,0,87240,0,0,0,0,0,0,0,0,1200,0,0,678120,6240,0,208320,1635240,831720,0,36480,546720,0,960,0,115920,983520,5760,672600,247680,0,87360,0,2065560,0,0,0,0,0,0,0,0,0,0,0,0,0,402720,247680,0,0,0,0,0,261720,201120,0,0,0,23040,0,85920,0,0,356040,319800,0,0,797400,228840,335160,227280,0,0,241440,0,0,28920,1060680,0,0,353880,0,73920,0,0,0,0,0,274800,0,0,0,1200,3360,133800,108120,0,0,0,0,17160,0,2005440,967080,330120,289680,190560,1229160,0,0,0,279480,0,0,169680,0,0,37080,1244160,13920,0,0,0,0,0,0,0,0
RIS,330480,0,0,0,0,0,0,0,0,0,276120,0,0,557520,2617200,284040,666960,229440,39000,0,182160,1025640,0,305760,9000,34440,0,360,2672760,63360,11640,0,707760,962280,0,0,141840,243600,0,442920,0,0,0,0,1395240,2098800,0,134880,962520,0,0,0,0,55080,0,255720,0,154680,0,0,0,14640,247200,0,252600,0,121680,0,91680,0,749520,0,0,896160,0,0,0,0,0,1122720,0,0,903120,0,298920,5267280,1123200,0,0,0,0,0,0,0,0,0,0,0,1048320,0,0,0,0,1488120,139920,0,0,2880,721560,0,30360,427320,135360,720,1496880,3050760,2166600,21600,1329120,29880,0,0,69840,0,0,45960,0,0,219600,1426680,798720,0,489360,1074720,0,0,0,260880,0,0,611520,610680,39000,0,0,19440,0,0,0,0,0,0,0,0,0,51720,213360,1824600,1199640,0,0,529800,105000,0,312600,0,0,0,1995120,0,0,0,2051160,0,0,274800,0,0,0,0,0,607440,0,0,0,0,0,0,434160,0,22800,0,22560,2727240,1414800,0,1840680,0,131640,826080,0,7320,1681440,1560,0,0,1391880,0,0,0,0,716280,199320,0,0,0
BWM-DR01,0,0,0,0,439920,0,0,0,0,119400,0,0,0,30720,312600,0,0,0,252600,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936360,0,0,0,0,3600,0,0,576240,0,0,119280,0,0,1372680,63960,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140520,0,0,0,0,0,0,0,0,432360,0,0,0,0,0,57600,0,0,0,0,0,0,0,0,0,0,0,27600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26400,70920,0,0,0,0,0,3912960,113280,0,0,0,102120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
