,URYVR,IL2VL,RIBL,OLQDR,RIR,BWM-VR07,AIAL,RIMR,AIYR,ASJR,ALNL,BAGL,IL1VR,AFDR,OLQDL,RIS,FLPR,BWM-DR07,PVCL,AVKL,IL2DL,AIBR,SIAVL,IL1DR,URXL,ASKL,ALA,BWM-VL07,SMBVR,DB1,AINR,IL1R,IL2DR,RMGL,BWM-DL04,RIVR,SAADR,SIBDR,URYDL,AIML,IL2VR,BWM-VL08,DVC,RMDR,RIBR,ASER,ADLL,BWM-VR06,BWM-VR04,OLLL,URBL,AVBL,AWBR,AVBR,AVDR,BWM-VL04,ASIL,RMER,AVHR,AIZR,DVA,SMBVL,BAGR,AWCR,BWM-VL02,BWM-DL03,RMHR,BWM-VL03,URADR,IL2L,VB2,OLLR,RMHL,IL1L,BWM-VL01,AVFR,URADL,SAAVR,IL2R,URAVR,PVR,BWM-VR05,ASHR,RMEL,URYVL,URXR,SMDDR,AVKR,AVFL,BWM-DR04,RIPL,RIPR,AWBL,AWAL,BWM-DR06,SIADR,AVAL,BWM-DL06,OLQVL,SMDVL,URYDR,BWM-DL07,RMDL,AWCL,AUAL,VA1,RIH,BWM-DL05,RIVL,ASHL,RIAR,RMDDR,SMBDR,RMEV,RIAL,URAVL,BWM-VL06,SIBDL,IL1DL,AVER,SIAVR,AFDL,RIGL,SAAVL,BWM-VL05,ASEL,SMBDL,CEPDR,RMDVR,AIAR,RIFL,AVEL,ASKR,AIMR,RIGR,SMDVR,CEPDL,ASJL,CEPVL,AVDL,RIFR,SABD,OLQVR,BWM-DR02,SIBVR,ADLR,AWAR,ASIR,SABVL,BDUL,VB1,ASGR,RMDDL,BWM-DR03,AIYL,AVJL,FLPL,IL1VL,AIBL,BWM-VR02,excgl,ADFL,ASGL,SIADL,SMDDL,URBR,SIBVL,RICL,SAADL,ADEL,ADAL,AIZL,CEPVR,RIML,AINL,AVHL,RMED,ADFR,PVQL,PVPR,PVT,PVPL,PVCR,PVQR,ALMR,BWM-DL08,BWM-DR08,ALNR,CANL,AVAR,AVJR,AQR,RMDVL,RMGR,AVM,RICR,BDUR,ADER,ADAR,ALML,BWM-VR08,SDQR,RID,BWM-DR05,AUAR,BWM-DR01,BWM-DL02,BWM-DL01,BWM-VR01,BWM-VR03,AVL,CANR
IL2R,0,0,0,480240,0,0,0,0,0,18360,0,0,83280,0,0,0,0,0,0,0,0,0,0,11880,0,0,31920,0,104280,0,0,941160,720,0,0,10920,0,0,0,0,0,0,0,16800,0,30720,0,0,0,0,0,0,0,0,0,0,0,317640,0,0,0,0,0,10200,0,0,0,0,222480,0,0,903360,0,0,0,0,0,0,0,289800,0,0,0,1226280,0,142920,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,172920,60960,0,0,458640,0,0,0,0,0,0,185760,0,0,0,0,0,162000,14040,0,0,0,0,11280,0,0,34320,3000,0,0,4320,46080,0,31320,0,0,0,0,0,0,447840,0,0,42840,0,29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,223920,0,20760,25320,0,0,0,0,0,26160,0,132120,0,0,0,0,0,0,75960,0,0,0,0,0,0,0,0,0,102240,0,20400,0,4920,0,0,0,0,0,0,0,0,0,0,0,0,0,3480
URAVR,198960,0,0,0,0,0,0,0,0,0,0,0,180960,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536640,0,0,0,0,4440,13800,0,0,612840,0,91440,0,105600,0,0,0,15720,0,0,39240,0,0,0,0,0,97680,0,0,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289800,0,53520,0,0,632040,0,0,0,0,0,0,0,790920,0,0,0,11280,0,0,0,0,0,0,0,0,0,0,103440,0,0,0,840,8760,2160,222360,0,0,0,0,0,0,25320,0,0,0,0,0,0,0,0,0,0,0,0,0,44040,0,0,0,0,1680,0,0,227640,0,8040,0,0,0,0,0,0,0,0,0,0,0,0,0,25680,506400,0,0,0,0,0,3120,20280,0,0,0,0,0,96960,0,0,0,364560,0,0,0,17760,0,0,0,0,0,0,0,0,0,0,11880,15840,0,0,61200,0,0,24840,0,0,0,0,0,0,0,0,0,705240,0,0,0
PVR,30480,0,0,0,0,0,0,0,0,0,0,0,111240,0,0,0,220920,0,7680,0,60240,0,0,119880,0,0,0,0,9960,0,0,0,85200,0,13080,267840,0,0,5160,0,0,0,0,14520,0,0,0,0,119400,0,90960,425160,0,237480,34680,0,0,0,119760,0,210240,0,0,0,0,111720,0,0,47160,0,0,0,4440,0,0,0,80040,0,0,53520,0,0,0,0,33960,0,0,0,0,32760,189840,515880,0,0,0,0,0,7080,1920,187680,0,0,156840,0,0,155880,0,31080,350160,0,0,0,0,0,0,20040,4320,0,156600,0,87240,0,0,20040,0,0,0,182640,0,0,33360,0,0,0,0,0,220920,0,563640,164160,0,0,66840,0,17280,0,0,0,0,560040,0,0,0,0,0,155160,269040,88920,0,0,10800,0,0,0,0,3840,37560,46440,0,0,12000,0,704400,0,0,2760,0,0,0,6000,0,0,255120,0,445560,0,0,0,0,0,387600,95280,0,7920,0,104880,317400,26520,189240,450120,0,493800,0,0,0,0,0,55920,0,0,0,0
BWM-VR05,1320,0,0,0,0,849360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84840,0,0,0,0,0,0,0,21360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101760,0,0,0,0,0,0,0,0,111840,0,0,24600,0,78960,25440,0,0,0,0,0,0,0,0,0,0,0,0,0,138840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,172800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,1488600,0,0
ASHR,9600,0,0,0,102720,0,0,927000,8640,5520,0,0,0,0,0,114840,0,0,63960,0,0,286440,0,0,0,0,0,0,431280,89400,0,0,0,0,0,0,0,69600,0,0,0,0,0,0,3960,456120,0,0,0,0,0,0,505560,1002360,38040,0,0,0,60960,391200,40200,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527880,0,0,0,0,0,0,0,249960,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,71040,112800,0,4080,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,199560,187920,55560,282840,457560,0,0,0,0,0,10080,1180200,0,12720,0,0,891240,1095120,0,0,10080,0,0,0,0,0,99360,0,0,44400,0,0,120,0,0,0,15960,27600,0,0,0,960,101160,3360,0,0,528000,0,149400,0,210240,0,66720,11160,640920,12240,0,0,0,0,430320,23760,105120,0,255960,103560,127560,0,0,982080,0,0,0,0,0,0,0,0,0,0,0,0,0
RMEL,0,386520,301560,0,0,0,0,0,0,0,0,7680,0,0,875520,417840,0,0,0,0,461280,0,0,0,0,0,0,0,0,0,0,950520,283680,0,0,0,0,0,141360,0,352320,0,49440,6600,0,0,0,0,99600,1065600,0,0,0,0,0,0,0,488160,0,0,0,0,0,0,0,0,0,9720,444120,150120,0,15840,0,2880,240,0,42360,0,1226280,632040,0,2160,0,19920,235800,0,0,0,0,44520,379320,175200,0,0,0,0,0,0,454680,0,0,0,49680,0,0,0,792600,0,0,0,0,3960,0,1541520,0,32760,0,0,687000,21600,0,0,15360,0,0,0,0,0,40320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378720,0,0,0,0,0,0,0,0,89400,960,0,0,0,873480,0,504480,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,1236240,0,0,0,69240,0,0,0,0,0,0,0,0,0,0,0,94440,0,0,0,0,0,0,0,0,0,0,0,0,27000,26040,0,115080,84840,191400,0
URYVL,0,54600,715680,0,149400,0,0,0,0,0,0,0,0,0,0,98520,0,0,0,114600,0,172440,0,0,76080,0,0,0,0,0,16080,0,0,0,0,0,0,0,0,0,0,0,54600,0,0,0,17760,0,0,179040,0,71040,0,1080,62520,0,0,0,100200,0,84480,31680,57720,0,0,0,0,19560,0,0,0,0,0,0,24360,0,0,0,0,0,33960,0,0,235800,0,0,0,0,0,0,55680,0,0,0,0,0,0,0,425160,0,0,0,0,0,64440,0,208440,0,0,27120,0,0,0,631200,21840,234120,0,51960,0,558240,0,0,302160,0,0,0,33600,0,404040,0,0,0,0,0,0,286200,0,0,856080,0,0,0,0,0,46080,0,0,0,0,0,0,0,1422240,0,0,0,0,1248480,0,0,0,47160,0,110160,4200,0,55680,0,0,0,93240,0,0,2160,0,0,76560,0,0,0,189600,6720,50280,0,0,0,0,0,0,76080,24720,0,0,0,0,75120,0,0,0,14760,0,0,6720,0,0,0,0,0,0,0,263520,0
URXR,80880,0,0,0,1084800,0,0,2280,198720,51360,0,102240,0,6840,0,0,0,0,720,0,0,0,0,6960,0,0,65280,0,107640,0,27120,75720,140760,0,0,0,0,0,0,0,46560,0,6000,0,300480,25320,0,0,0,0,0,0,339120,43200,14760,0,0,0,31920,208680,25680,0,0,10920,0,0,0,0,0,0,0,115920,0,0,0,0,0,0,142920,0,0,0,527880,0,0,0,0,0,0,0,0,218040,0,0,0,0,0,0,0,0,238200,0,4440,17160,0,0,199320,0,0,0,1374840,0,0,0,0,0,0,17760,0,118920,7080,0,0,0,0,0,0,552240,0,30600,0,0,0,310920,765480,0,0,0,0,0,2280,0,96840,0,0,60840,20280,8040,0,0,0,0,7320,0,0,39960,0,0,8520,0,0,0,0,0,74520,237840,0,45120,720,0,0,0,88920,0,6960,357240,0,1107360,0,462120,0,0,9720,52080,108600,0,0,0,0,74640,25920,6480,0,547800,0,279480,0,0,310320,0,0,0,0,0,848520,0,0,0,0,0,0,0
SMDDR,19200,0,371160,0,0,0,0,350880,0,0,51120,0,16920,0,0,2285400,15600,0,0,5520,0,0,3840,0,63840,0,0,0,200640,0,0,0,0,111600,58320,0,894360,305400,177000,43200,0,0,22560,150000,199560,0,0,0,0,442560,97560,15120,0,0,0,0,0,0,0,0,0,97320,0,0,0,207960,246240,4560,0,0,0,71160,367920,6000,0,0,0,280800,0,0,0,0,0,0,0,0,17640,11160,0,0,0,0,0,0,0,431760,699120,12480,0,3750120,0,7440,382560,0,0,0,30480,39360,995520,0,1062600,171480,138360,19800,1173600,0,0,0,0,535320,13080,0,0,1556400,0,0,0,0,0,0,0,11280,0,0,134880,198240,794280,0,0,0,0,0,0,0,45360,0,0,0,0,0,0,0,0,21840,0,0,0,0,1165800,0,4440,0,0,0,215520,0,102600,35280,0,69720,1080,0,0,1181520,0,0,137400,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,53760,0,0,418560,0,0,26640,6120,0,80040,0,0,0,0,0,90360,51480,4920,0,0
AVKR,36840,0,0,0,2640,0,0,930720,63000,0,0,0,0,0,0,2076120,0,0,0,3746760,0,330840,461280,0,0,0,0,0,143880,0,0,0,0,213600,0,42000,0,33360,0,0,0,0,1262880,382440,960,0,0,0,0,0,0,13680,0,51000,0,0,0,88800,0,0,0,162720,0,0,0,0,24720,0,0,0,7080,0,0,0,0,179160,0,0,0,0,0,0,0,0,0,0,11160,0,117120,0,0,0,0,0,0,194760,28680,0,0,22560,0,0,153000,0,0,0,21240,0,30960,0,0,0,250920,0,0,0,0,0,0,535080,241320,0,1042440,21120,0,0,170040,0,0,0,0,348600,0,23400,40680,171960,9720,0,0,0,0,0,67560,0,13680,0,0,0,0,0,2280,0,0,0,0,0,0,0,478920,0,37440,0,0,627120,4200,0,6840,44520,357240,974520,5280,0,0,514560,0,0,0,0,44280,58440,1964760,322200,22800,0,0,0,0,0,0,388800,0,9360,0,341520,0,93960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300080,0
AVFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109800,0,0,0,0,0,0,0,0,0,0,13680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193680,31320,0,0,0,0,0,0,0,0,24600,0,0,0,0,335400,0,77520,0,0,0,0,0,0,0,0,0,117120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,26760,0,0,0,0,0,0,0,0,0,149520,0,7560,0,0,0,0,0,0,134880,0,0,0,0,276360,1873800,0,0,0,0,0,0,0,0,0,333840,0,7080,0,36360,0,0,0,163560,472440,89160,0,0,0,0,0,0,0,23520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19680,0,0,0,0,0,0,0,0,0,0,0,128880,0,0,0,0,338400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,48960,0,0,0,0,0,0,0,32760,0,0,44520,0,0,0,0,0,0,0,0,0,0,708480,0,0,0,0,0,0,0,157920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91560,224640,3840,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,1130760,57480,0,0,0,0,0,0,0,272280,0,0,0,0,0,0,90480,0,0,0,0,20520,125160,0,0,0,0,0,0,52200,16560,0,0,0,0,0,0,0,0,0,0,29640,0,151080,0,0,0,0,0,0,25080,0,0,10680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPL,0,1250880,0,25560,0,0,0,0,0,0,0,14400,0,0,166800,0,0,0,0,0,1507680,0,0,0,119760,0,0,0,0,0,0,0,0,0,0,0,0,0,42240,0,0,0,0,0,0,0,0,0,0,0,0,20760,0,0,0,0,0,171360,0,0,0,0,0,0,68160,0,0,0,0,13800,0,0,0,14160,8400,0,888480,0,0,0,189840,0,0,379320,55680,0,0,0,0,0,20160,561000,0,0,0,0,0,0,503280,0,0,0,0,0,0,0,1400280,0,0,0,0,0,0,120120,0,1233240,0,0,537840,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,133080,0,113760,0,0,0,0,0,23640,0,0,0,0,0,0,0,14280,0,0,0,0,727200,0,0,0,0,0,0,0,0,0,0,0,0,72480,0,0,0,0,0,146160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16920,0,0,0,0,0,0,33600,0,0,0,0,0,0,0,10680,0,0,0,0
RIPR,19680,0,0,375600,0,0,0,0,0,0,0,0,601320,0,43920,0,0,0,0,0,0,0,0,605640,0,0,0,0,0,0,0,0,1466760,0,0,0,0,0,0,0,987960,0,0,0,0,0,0,0,4080,0,0,24240,0,12120,0,0,0,190920,0,0,0,0,0,0,0,0,0,0,644520,0,0,0,0,0,0,0,0,0,3000,790920,515880,0,0,175200,0,218040,0,0,0,0,561000,0,0,0,0,0,0,0,0,0,38160,0,0,0,0,0,1464600,0,0,0,0,24360,0,95880,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,235200,67440,0,0,0,0,0,0,0,0,0,0,0,9360,0,0,0,65760,0,0,0,0,0,0,6960,720,0,0,0,0,7320,0,0,0,320880,0,0,0,0,0,0,0,7080,0,0,0,0,0,0,0,1560,0,0,70680,0,0,164760,0,0,0,0,0,0,64920,0,0,56040,0,0,0
AWBL,0,0,91800,0,213960,0,323880,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,244680,47160,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,24360,338880,0,0,0,0,0,106080,0,0,0,290160,0,1140120,1080,0,379200,0,0,0,0,0,0,0,0,8280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2248440,0,0,2400,0,0,0,0,0,0,169200,17880,0,0,0,0,517680,0,0,0,0,1080,0,0,0,2160,0,0,0,0,0,0,1015440,0,0,0,37560,337920,0,0,0,0,0,0,29400,0,0,0,0,0,0,0,0,19320,0,0,0,0,0,0,0,412800,0,0,0,99720,0,0,989880,20040,0,0,0,0,0,0,0,56280,679560,0,0,0,150000,0,63240,7200,0,0,124320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17280,0,0,0,0,0,0,0
AWAL,0,0,32520,0,2160,0,1318320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,268320,3240,0,0,0,0,0,0,0,0,0,0,0,0,5880,0,0,0,0,0,0,441600,0,0,0,0,21600,140520,0,0,0,297120,0,21000,5640,0,5520,0,3600,0,0,0,0,0,0,26040,0,0,0,0,0,0,0,0,0,0,0,249960,0,0,0,0,0,0,0,0,0,2248440,0,0,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,1653960,0,0,0,0,0,0,0,0,2280,0,0,26040,0,0,0,1749960,0,0,0,4560,252360,0,5040,0,0,0,0,19920,0,0,109200,0,0,0,8520,0,186840,0,0,0,0,0,0,0,110760,0,0,0,242160,0,0,700920,384600,0,0,0,0,0,0,0,3840,588000,0,0,0,0,0,0,556200,0,0,0,0,69600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28200,0,0,0,0,0,0,0,0,0,0,0,0,233400,0,0,0,0,12840,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,9960,24720,0,0,0,0,49200,0,0,0,0,0,0,0,0,0,0,0,708480,0,0,0,0,0,0,0,0,0,0,0,0,62760,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,9240,247080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29280,10080,0,0,0,0,0,0,0,209400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193440,0,0,0,0,0,0,0,0,0,0,0,0,127320,0,0,0,120,0,0,160080,0,0,0,0,0,0,0,9720,0,0,0,0,0,0,0,0,0,0
SIADR,77760,0,20760,0,0,0,0,212520,0,0,38160,0,12000,0,0,130920,0,0,0,146280,0,0,48480,0,54600,0,32880,0,203040,0,0,0,0,5160,0,0,242640,590400,0,66960,3840,0,227520,337560,20520,0,0,0,0,0,3360,30720,0,0,0,0,0,0,0,159840,596280,0,0,0,0,0,36720,0,0,0,0,0,5280,0,0,0,0,76800,0,11280,0,0,0,0,0,0,431760,194760,0,0,0,0,0,0,0,0,244440,0,0,1020600,26400,0,208200,0,0,0,0,0,20880,0,304800,137160,1495560,0,54120,0,0,68880,0,0,403680,0,0,33720,0,0,0,0,149400,0,0,105120,0,0,276240,669960,9480,21360,0,44880,0,0,0,0,183600,0,0,0,0,0,0,0,66120,0,0,0,0,0,699720,0,9000,0,0,137400,0,0,38160,14040,0,0,50520,0,0,173160,0,0,0,0,0,0,90480,0,5400,0,0,0,0,0,0,18360,2280,480,0,840,0,350640,0,0,0,239160,0,0,3720,0,0,0,0,0,0,0,521040,0
AVAL,49440,0,226440,0,0,0,0,732720,0,0,0,104880,0,0,0,0,342840,0,0,223440,0,48240,321720,0,2040,0,0,0,10920,0,0,0,0,207360,0,101160,282000,840,62760,0,0,0,501120,121920,0,0,236280,0,0,0,45600,106200,0,275520,133560,0,0,0,271440,0,479400,27000,134640,0,0,0,327480,0,0,0,0,0,713760,45600,0,0,0,762120,0,0,0,0,0,0,0,0,699120,28680,0,0,0,0,2400,0,0,244440,0,0,1320,660960,19320,0,90480,0,149040,142080,0,0,386160,267840,89640,36600,139200,0,188880,0,0,125160,0,0,6120,0,0,1314960,0,0,68160,0,0,0,0,33480,0,0,38760,176400,0,0,0,37800,0,0,0,0,106680,0,0,0,0,0,0,0,2640,0,0,0,3720,0,798960,0,15000,0,0,5880,126000,0,0,222720,102720,0,240960,215880,0,619320,0,410160,0,0,0,57360,166200,330240,425640,0,0,0,0,0,0,244440,69840,805560,162600,0,0,86040,0,772440,620880,0,0,32280,70800,0,0,0,0,0,0,0,96720,0
BWM-DL06,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83520,1068000,0,0,0,0,0,0,0,0,91200,0,0,0,0,0,0,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,0,0,0,0,0,12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91080,0,0,0,0,0,0,0,0,37200,29640,0,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,459960,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,28200,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60720,0,0,0,0,0
OLQVL,0,318360,163440,0,35640,0,0,0,0,0,0,0,0,0,0,92280,0,0,0,0,0,0,840,0,57720,0,0,0,0,0,12840,0,0,0,0,0,0,0,0,0,0,1560,52560,0,0,0,69120,0,0,290040,97800,71640,0,9360,78120,0,0,0,124920,0,31680,433800,83400,0,960,0,0,0,0,345960,0,0,150600,0,3120,0,0,0,0,0,1920,0,0,454680,425160,0,0,0,0,0,503280,0,0,0,0,0,1320,0,0,0,0,0,0,0,81480,0,3370320,0,0,23760,0,0,0,40800,3480,130920,0,342240,0,114480,0,0,160800,0,0,0,0,0,552120,0,0,0,0,0,0,0,0,0,295080,0,0,0,0,0,36600,0,0,0,0,0,0,0,94440,0,0,0,0,731760,0,0,0,72600,0,0,0,0,8040,80040,0,0,97920,0,0,0,0,0,110280,0,0,0,102840,19440,72960,0,0,0,0,0,0,0,63840,0,0,0,0,64800,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,38760,0
SMDVL,365640,0,168120,0,0,0,0,1177200,0,0,187320,95160,0,0,9120,1189200,10800,0,0,259200,0,304560,0,0,0,0,0,0,146400,0,0,0,0,15480,0,81720,1706160,317040,14160,0,0,0,0,91320,441480,0,0,13560,18240,109920,50400,0,0,0,0,0,89400,0,0,34920,153600,0,10200,0,0,14640,231240,0,0,0,0,351360,527400,98280,0,0,0,55200,0,0,187680,101760,480,0,0,0,3750120,22560,0,0,0,0,0,0,0,1020600,660960,0,0,0,0,0,199200,0,0,6360,10080,0,1065120,0,1275840,356280,43080,431400,1094880,0,0,77280,0,0,506040,0,25920,1105320,0,0,86760,0,840,0,0,491880,0,0,0,737640,0,0,0,241680,0,8880,0,0,0,0,0,0,0,0,0,0,0,4320,0,23880,14040,0,19320,0,0,0,0,719040,101280,0,0,101400,11400,143160,0,720,519360,1313040,0,274200,11280,0,0,0,0,0,0,0,0,0,0,0,0,122040,0,2040,125280,0,0,334680,0,57120,205200,8640,0,264720,0,0,0,0,0,71520,13080,264240,249840,0
URYDR,0,0,0,1391400,0,0,0,27840,0,17280,0,0,0,0,0,22680,0,0,9960,0,0,4560,0,1058280,0,0,22320,0,0,0,20040,0,492360,0,0,29280,0,0,0,0,0,0,44160,0,331200,0,0,0,0,0,0,11400,0,14040,46320,0,0,203040,18240,0,67440,0,0,24120,0,0,0,0,190320,0,0,75840,0,0,0,0,0,7440,0,0,0,0,0,0,0,238200,0,0,0,0,0,38160,0,0,0,26400,19320,0,0,0,0,0,0,4440,0,0,361680,0,26160,0,0,0,37440,21360,0,0,0,19440,0,73560,0,0,0,17640,0,0,0,452760,1263480,3240,0,376080,18600,12240,130440,1320,0,0,0,42240,480,0,0,0,0,19080,0,14160,0,0,0,0,413160,37920,0,48120,0,0,62400,0,0,0,0,0,242640,0,0,0,0,0,0,0,0,0,0,0,926880,0,0,0,34080,0,0,1920,5160,0,0,0,0,47280,34560,0,0,11280,0,0,1320,0,50880,0,0,0,0,0,6480,20880,0,0,0,0,17520,0
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417960,0,0,0,74880,109320,0,17280,0,0,0,0,0,0,0,0,0,0,0,0,114000,0,0,0,0,0,0,0,0,148680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,6240,0,0,0,0,0,0,0,0,0,0,0,0,7440,5280,0,0,0,0,0,0,0,0,15840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23040,0,0,0,0
RMDL,0,0,0,0,0,0,0,1654920,0,0,0,0,0,0,0,510120,0,0,0,233160,0,0,0,0,0,0,0,0,234840,0,0,138240,0,883680,173280,0,0,255600,0,0,0,12360,0,2035920,462840,0,0,48960,182280,141120,9840,0,0,0,0,220200,0,17880,0,0,0,29040,0,0,15120,0,120960,0,0,6000,0,255720,646080,272760,0,0,0,6000,172920,0,156840,0,0,49680,0,4440,382560,153000,0,157920,0,0,0,0,62760,208200,90480,91080,0,199200,0,0,0,0,0,0,89160,0,457920,0,1271400,696720,0,0,986040,0,138600,0,0,0,543480,0,0,0,0,0,0,95040,493200,0,0,182160,0,0,0,140160,652440,0,923040,0,0,0,0,0,678840,0,0,0,0,4920,0,0,244200,0,0,0,0,0,0,49440,0,0,0,300840,179520,396240,183960,17880,0,41760,0,0,54600,49680,0,0,0,0,0,0,0,0,0,0,0,19440,0,0,0,0,0,0,592080,816480,0,72360,0,0,0,0,1560,31920,0,0,0,0,24120,0,0,0,0,0
AWCL,0,0,90360,6240,0,0,1270680,0,491160,0,0,565800,0,45600,24360,0,0,0,0,0,30600,270720,0,25080,0,23520,0,0,0,0,251880,24480,36960,0,0,0,0,0,36360,0,0,0,0,0,0,1183200,872040,0,0,21600,22320,11160,0,0,0,0,2603160,0,0,191160,0,0,341880,2341920,0,0,0,0,0,49560,0,54360,0,95760,0,0,20160,0,60960,0,0,0,0,0,0,17160,0,0,0,0,0,0,169200,8160,0,0,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,5280,0,0,72720,20640,0,0,111840,48960,0,0,722040,0,840,0,845880,0,6720,0,251040,0,0,36600,0,0,0,0,1680,32400,0,0,0,0,0,0,235320,0,1021200,0,0,0,423960,0,0,503520,0,0,0,1742640,0,0,31560,675960,0,0,0,0,0,0,0,0,110640,0,62760,104520,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
